S,v
5643.889818035832,0.03127454887590178
5718.653712674589,0.026842068533694304
5701.139185273081,0.02817601134729187
5639.568858543984,0.03107112959604175
5593.42964305167,0.03303807862266661
5707.442261912805,0.02405291303657618
5710.703170984515,0.025976441664072182
5651.157143555707,0.030372170887267114
5623.496298212085,0.0319234079932548
5627.174476506832,0.03132022994341108
5597.081091623977,0.03371439837839787
5679.294972134183,0.03060516342988794
5669.751028812207,0.02870362211756051
5700.167808479284,0.027622937054787546
5712.252343511951,0.028112084117352453
5719.308928761755,0.02814326768842504
5748.196761214387,0.023718050208322673
5638.7748171872945,0.02870745644810544
5665.050703134053,0.03263636960967076
5590.014717368757,0.035294373216117204
5692.013106398681,0.029130006348779307
5692.830423115607,0.02809991573075419
5719.724430076225,0.025304016804248944
5655.642499234782,0.027223401330846622
5704.013861773966,0.029519386932347767
5588.604109356182,0.034033988900035686
5630.230462425066,0.03099065712938431
5638.25534152837,0.03337092945566659
5667.990416987318,0.03136546787108516
5595.827179544756,0.03526924233840064
5636.404151384223,0.03183134885657385
5582.200940686237,0.03464909961050737
5701.341322777481,0.029692755893784367
5658.3997394544385,0.028538993343945097
5700.20224360174,0.03000102916757202
5537.6365780983615,0.033526322065279765
5698.444265030992,0.028625733897494676
5627.313647863672,0.031916036074936024
5705.0402847745045,0.02729612761445094
5595.604130462135,0.03268513784128129
5744.770965006747,0.027331774779218724
5767.179478244146,0.02443805932568136
5707.071139394882,0.029130547847704632
5607.320409149245,0.03101320923569587
5537.654142368426,0.038961382139493655
5717.101211251621,0.02775224555007298
5659.731778125184,0.029667433145688548
5771.317389703871,0.023752329077591845
5743.72885199596,0.025281540712174092
5752.703180277499,0.02772475623477166
5739.469764536904,0.026701408663079955
5478.6416870287885,0.037163038082414106
5735.658266953342,0.025314317269047478
5618.352599094434,0.032851143453308106
5643.1724663678715,0.030946792933302762
5733.848576428919,0.02609050813404028
5635.3478489622985,0.031073437608612833
5684.710741396488,0.030291834394093373
5684.605788612179,0.029017421201250622
5742.19100578237,0.02706537982698406
5696.588088570041,0.02537416234470508
5713.856564276056,0.028141299157278952
5647.442964200538,0.028752741762114734
5685.502386377244,0.02678085731766431
5652.772767227522,0.030046683943854485
5553.560547394579,0.0374038755562908
5629.759247571818,0.028802160632242012
5669.648640695587,0.030623815225132085
5708.324570519235,0.025705619062006795
5707.392675023772,0.028918944193103
5617.588160166721,0.030734826848026274
5567.160314933428,0.03540982442843967
5592.050109379146,0.03240983418912092
5551.678321811129,0.03648769857238921
5818.870614663583,0.022432020374062528
5551.321295771483,0.03582062088677043
5614.49960798494,0.03103790229984965
5739.637693537361,0.024512581786685663
5667.06170891144,0.03015016265228588
5754.155572335643,0.025286104675476696
5590.38979303244,0.03475713804835729
5646.2502574181635,0.031041370722292263
5672.23730841846,0.030788291205021995
5762.1045740670015,0.02465983117425673
5708.235260571823,0.028462652880701475
5664.5441495878695,0.02984964125073044
5763.8955395923085,0.026184606932659366
5622.522467864223,0.02986129870178683
5649.650790579047,0.03366678004202357
5716.628996598516,0.02888450710760393
5773.129641949353,0.02641254980030847
5640.797662188637,0.03329964590932341
5722.239582435734,0.025890462754463217
5606.810098281899,0.03306070209613237
5677.656735007903,0.02861225711696946
5653.655393918916,0.032335318416106644
5691.375746140878,0.02820761725210677
5689.276477417301,0.02728833114284463
5672.481685130205,0.02884811412213219
5779.559803811674,0.025058137060812977
5627.044068760441,0.030902838607513458
5726.159149578129,0.027088363303177883
5769.370574269274,0.02373614331709498
5777.343619235384,0.026230576447159558
5729.813036178493,0.028160984834456664
5681.646056853137,0.02732880411365513
5666.294652784275,0.030925194511524083
5654.5191421559975,0.028883476069303537
5642.401447760714,0.03155690502281084
5718.8713289558455,0.027627138607086436
5647.667506269324,0.03093493388985447
5589.323937355373,0.03203470968911655
5632.3299867666055,0.03071648192829428
5638.594390699792,0.032608198288465916
5645.4030691160315,0.03188855795654316
5630.303529571158,0.03403781724134675
5655.938920322798,0.028470129378914365
5659.311897146385,0.030354456245576648
5739.761569177159,0.028261505575690855
5720.147130404054,0.026107699671269684
5666.144399606757,0.030924602521111517
5696.782714119089,0.02700325066745315
5644.169842316384,0.031379140281882954
5609.993057537451,0.03471456947433859
5671.622090501152,0.03019653317067049
5714.132203909284,0.028266361262149455
5694.542929043452,0.025943289273818566
5678.427521877408,0.028821625752188204
5675.4544573133035,0.028650466097432745
5743.903344764741,0.026595641906195254
5714.892567299226,0.024867701917729128
5579.616369483651,0.033400066877416576
5719.711095818197,0.027870333399677455
5713.175301774378,0.027091714458100442
5678.880466727008,0.02953959676076287
5660.393474103508,0.0301181667939896
5581.312313534346,0.03610590627825584
5669.572117644273,0.027696277333435774
5731.148475250579,0.027073048380385403
5641.979858360509,0.02790028328713914
5621.6971803841025,0.033403957117152126
5707.341233880625,0.028427650406987734
5675.8656731525925,0.03187814911172573
5671.371004986377,0.027901532506617192
5662.866524821506,0.03272618226817418
5716.936185843016,0.026757933967846224
5701.517167912201,0.027997541933206117
5619.223126310654,0.029907368572414002
5700.901854761058,0.02638166512236544
5515.670532638268,0.037167975528024776
5575.5888799296235,0.036478567871895504
5655.632501646604,0.03173172692675581
5777.587680114819,0.024851334922982204
5685.756320025399,0.028802298131621613
5719.5682495826995,0.026424896899841916
5682.134821967801,0.029190111513417865
5701.527557630804,0.029794968082157598
5687.733526255745,0.027686928445020163
5729.423373051978,0.026651372774132834
5731.466295296488,0.026549053025939164
5625.507075405239,0.03241711563607752
5714.737129802185,0.029880186262321487
5665.057802516274,0.029903735318440938
5764.768449875913,0.02396953448697748
5681.783377992324,0.029040609451195777
5615.956842449132,0.03269674742620764
5730.063185031648,0.02634811285787501
5676.443650139585,0.030192841815035436
5730.561177213268,0.027740895509310675
5685.178938127823,0.02785526590078479
5629.550033862137,0.031572349985415936
5738.738548580843,0.02453839284752358
5633.670030235653,0.03272733453533442
5643.943664696251,0.03175277603799461
5741.969071302206,0.025833956724562665
5631.245832606928,0.032935811029065676
5575.691240110889,0.03255859103887288
5736.197980703064,0.027796801077442125
5598.357071424214,0.032074345219593
5601.129903067969,0.0367820149835663
5616.5652148995205,0.033310957246882586
5551.597154748744,0.03677921313448627
5675.347050861183,0.029236296008296286
5679.701529227447,0.02793112652675706
5696.850592917963,0.029090072233784608
5561.614737627818,0.03654694481168678
5707.843287431096,0.026345654159272227
5619.6864913510935,0.03317463547343947
5602.888520335465,0.03186401383288075
5719.755167416896,0.030046533036537558
5591.679497527281,0.03171225849814562
5543.516448255355,0.038363856408111255
5608.236060326188,0.03441221996012084
5582.214004208627,0.03377157060481052
5666.5893019766345,0.03045686692429139
5718.908554611333,0.028473600862074608
5724.8299895410755,0.026111521448228134
5623.198166091607,0.03477899358182651
5635.953857652325,0.03236281947054567
5767.68422769785,0.02444276840700059
5520.4039276806125,0.037891906513681996
5655.344648478942,0.030664891909114474
